,x_coord,y_coord
sweetheart,-8.1864195,-45.42818
dr._chen,-38.5899,-50.063416
x_rays,27.890057,22.009298
nap,53.813793,0.34116635
medical_profession,-20.49704,-32.007153
absolutely_terrible,6.809965,-4.9332066
plain,-2.2288814,1.1470717
unlike_other,-61.6711,8.890139
yearly_exam,-29.911987,46.50589
taste,42.505604,14.40557
tongue_tie,44.40042,-30.397263
gallbladder,46.883183,-19.836634
ex,-54.08319,23.025003
15_minute_early,12.285104,60.343735
congestion,52.931087,-8.320285
audacity,-1.378226,22.774685
seamless,-16.225798,-15.055621
neuro,-50.321194,-22.76159
yelper,-18.620966,10.34225
duh,-15.939558,27.33318
induction,-45.36961,5.598921
endo,-43.701965,-22.83802
judgmental,-0.3994576,-7.119177
unheard,12.74032,-4.939541
mile_away,-46.910995,36.81347
piss_off,10.312739,-10.706961
6_p.m.,6.5736227,65.04254
jack,-65.81058,-46.779087
p.s.,-50.596153,-31.74626
disk,57.302402,-30.648386
related,22.789003,-7.046195
toilet,35.979637,15.031167
highly_enough,-32.696785,13.88629
endometriosis,46.074337,-21.923464
+_year,11.376733,82.10349
realistic,6.4933834,-46.467484
edge,26.918652,11.827656
tray,38.832867,14.931984
split,51.12767,33.13804
breast_pump,10.952726,39.672493
baby_boy,-49.636414,12.359303
render,28.786142,37.509842
hipaa,-7.888993,12.512681
six_year,13.068687,82.714195
read_chart,-8.360383,23.570713
one_stop_shop,-13.9550085,-11.26803
strict,-10.026889,14.780566
caution,-25.73599,14.64526
warmth,-6.933278,-27.087015
alarm,23.453857,31.791046
liposuction,46.246765,-36.200195
fertility_center,-35.07406,-54.80336
material,31.619587,-4.949528
95,39.6955,54.15843
sat,3.5460064,66.07285
vague,-2.6197798,-8.849174
neighbor,-59.06448,22.015299
exhausted,17.907246,-16.377962
low_rating,-20.36766,11.781261
shea,-57.51755,-4.810446
kidney_infection,53.646175,-10.153936
mountain,-64.29873,-10.75536
wisdom_tooth_remove,49.245358,-38.361115
dr._parker,-40.032658,-49.970013
boob,45.189484,-33.98965
gilbert_location,-48.128357,-13.965302
connection,-19.265692,-25.868988
90_day,14.361528,78.26879
security_guard,-34.346416,-12.379068
dr._tsai,-38.331146,-54.45759
cons,34.703896,21.897816
camera,31.136795,9.75216
roof,44.840984,-0.55558527
equip,-6.4808097,-13.609227
great_bed_side,2.7175674,-43.27571
by_ambulance,-52.589798,0.18919703
dr._michael,-44.91013,-44.475414
d.,-62.36021,-30.791433
candy,0.2973364,7.5045567
glaucoma,38.611713,-42.74032
thirty_minute,21.139324,72.049614
pen,34.78174,18.088135
negligent,2.3080804,-4.30415
whasn,-46.419445,-16.848957
oral_surgery,-20.683548,-10.893492
no_nonsense,5.781077,-47.238194
thick,35.782383,-1.8379799
belly,51.78097,-20.658718
dr._spoon,-39.400215,-56.327705
forget_name,-32.37646,-5.1915855
like_crap,4.003893,-1.4620268
accessible,-8.882992,35.61815
communication_between,-9.993082,-21.757366
fitness,-28.530373,-33.57309
tom,-61.674652,-42.95087
medical_student,-32.820213,-22.474373
totally_different,-3.3653982,48.15139
punctual,-3.387342,-49.209564
dye,-67.31863,-38.767555
dr._garcia,-40.731934,-51.032623
abortion,1.0054787,-13.333328
only_downside,-7.696161,47.961674
dr._lopez,-43.315144,-48.724545
14_year,12.363147,83.881325
18_month,13.654328,79.82826
bedside,-32.823265,-17.580336
cater,5.1799684,-38.43818
adhd,58.08255,-13.618774
towel,38.029232,11.7747555
grace,-45.39751,-40.66973
co,21.614304,51.58902
high_end,-20.041508,-5.7135954
gastroenterologist,-41.71954,-28.166023
cramp,45.01251,-9.520792
personal_information,12.163199,31.254772
seem_annoyed,-5.1256833,-5.7950044
effectively,-18.483791,51.54657
frank,-52.94544,-37.157143
surround,25.791147,-25.035475
immune_system,41.4625,-17.167635
eyewear,-21.040312,-5.986156
soo,-15.332499,-43.222214
computer_system,10.459235,34.51022
emotionally,18.649586,-16.663511
miracle_worker,1.3820635,-50.52205
inaccurate,13.328352,14.693525
fnp,-47.723637,-40.059013
cheryl,-55.483887,-48.786182
makeup,34.199883,-1.6273541
relevant,10.081854,12.681879
big_mistake,-15.927329,-21.012726
cordial,-4.7155433,-44.18991
young_man,-32.82909,-11.08823
extract,49.223457,-37.362797
tracy,-58.16571,-46.40434
neurosurgeon,-41.28314,-30.297401
life_saver,-16.034904,-39.03763
hang_out,10.646401,19.02927
13_year,11.944926,83.77573
performance,0.24399754,-27.4941
zocdoc,-6.270238,35.07338
buy_glass,-22.623934,-1.9224727
chill,54.479637,-6.092962
winter,-0.1831933,81.96477
webb,-60.591167,-36.472763
central,-65.286835,-6.9624543
left_side,52.031124,-22.135828
reflection,-2.7099667,-20.76579
two_separate,3.586256,43.232574
lunch_break,7.3139157,67.67336
arrive_15_minute,13.134,58.856598
heart_beat,60.39976,-18.047005
dr._harris,-43.100872,-48.834858
every_aspect,-14.464882,-24.019693
rhinoplasty,45.1103,-37.08738
four_star,-35.080036,26.840042
secondary,18.702463,50.067245
diane,-57.800907,-49.563694
administrative,-35.734905,-2.8326042
noticeable,34.648964,-24.347103
promote,12.678057,-36.489964
most_recent_visit,-6.723571,62.042294
danger,31.133968,-20.773844
no_idea_why,-11.840417,25.551224
formal_complaint,-4.498027,12.388942
dr._pancholi,-33.676773,-51.51925
great_listener,3.449937,-43.786064
8_p.m.,5.538907,65.01366
burst,43.77351,-18.617558
allyson,-43.22188,-17.542515
wake,54.106033,0.91791505
god_forbid,-9.267506,-25.090368
spirit,-11.535216,-30.832705
throughout_pregnancy,-43.06833,-18.925922
financially,19.56122,-16.299944
acl,52.845425,-30.744625
blue_cross_blue_shield,22.007877,47.30812
10_year_old,-54.08108,13.35441
within_30_minute,-18.74116,58.876423
desert_radiology,-47.642853,-6.136131
feel_compel,-20.01385,13.208895
2_min,25.006823,74.852585
old_school,4.658271,-48.457027
dr._moss,-37.978985,-54.787445
vwfw,-44.56125,-17.665152
dee,-38.860905,-40.506386
disinterested,-3.6298091,-5.4663568
ra,-38.53596,-27.335157
curious,10.811858,-50.366554
violation,-6.8303313,12.381354
sara,-53.02926,-43.220325
e_mail,-2.0981474,37.991966
affiliate,-39.9039,-19.074821
concierge,-29.906754,-19.61228
bad_enemy,-31.865528,12.699727
75,38.8187,55.059555
freak,50.61374,-14.046515
chemical_peel,32.86287,-38.738255
holy,-60.480865,-32.971165
crying,41.705017,-1.5454364
shuffle,26.139761,7.398191
suture,47.978237,-28.068167
unfair,-1.6460787,8.911281
flexibility,25.348051,-32.52909
prednisone,57.199425,8.690273
left_foot,53.35633,-26.575142
genius,-16.352945,-36.586185
wet,39.09368,12.25652
moron,-3.2675745,3.7839768
pittsburgh,-59.365524,-16.499517
danielle,-59.30847,-49.535763
spray,53.400673,7.650035
convenient_location,-65.263374,-3.330328
dr._cambeiro,-33.88818,-51.522552
sooooo,-14.408777,-43.322117
planet,-23.007597,-38.26655
elizabeth,-59.633827,-42.788414
dr._hansen,-39.77793,-45.141254
competence,-6.1091366,-28.281698
robotic,-5.3124595,-9.636094
imaging_center,-46.16071,-6.089027
overweight,47.72934,-3.1444294
private_practice,-29.440456,-19.095814
friday_afternoon,4.293394,68.22595
texas,-62.119743,-19.111778
help_tremendously,24.245539,-39.59854
criminal,9.207363,3.260159
legit,-9.580642,22.331678
1hr,22.146664,70.05174
3:30,10.670539,62.76106
pp,-54.672955,-2.6162748
psychiatric,-30.282457,-30.324812
belief,-1.1058725,-24.888468
courtney,-59.06625,-45.374428
hilarious,-1.9963001,-41.150375
w.,-59.178825,-8.847964
television,28.987501,15.696231
scoliosis,58.5581,-27.626999
character,-1.0115604,-17.800264
29,38.399525,62.963226
circumcision,-34.81172,41.01721
peds,-53.056187,-11.72689
urology,-47.972813,-22.763163
oath,-3.8130918,5.1512284
allergy_testing,27.639086,26.807022
shingle,56.539177,-10.720993
sympathy,-8.241376,-26.359728
suspicious,46.158356,-26.324633
dilation,21.019363,23.225887
simon,-58.52475,-32.847355
posture,56.000862,-28.940943
unaware,6.19152,35.195927
juvederm,33.335762,-40.00836
custom,39.801346,1.2341127
7th,3.075703,72.351135
mercy,-56.432007,-6.680945
questionnaire,15.672305,33.472103
lil,-12.958346,-2.0729184
saturday_night,1.7731178,66.28689
uninsured,25.505672,49.82003
obnoxious,0.7351106,-4.017431
dr._heiland,-42.18124,-45.779144
rise,-68.362404,1.4474229
anderson,-56.448444,-38.238247
minimize,39.770462,-17.294502
20_minute_later,20.864706,76.624916
dr._brodkin,-39.821186,-54.178387
double_book,6.501648,54.561764
demeaning,-1.7088594,-6.3699017
crook,1.1775668,4.716852
tattoo,38.47014,-26.449636
web,-6.953578,33.147827
bra,37.540905,0.14554375
hospice,-43.24412,-1.9827123
scar_tissue,51.557182,-28.217575
transplant,41.961594,-35.660046
description,-5.2158256,17.1339
rapport,-19.725683,-23.751705
peoria,-59.757065,-12.330765
southern_hills,-55.62322,-4.2825456
really_know_stuff,3.5073617,-44.972813
carolina,-55.74376,-15.868627
technically,-20.759438,19.391722
hearing_loss,36.189644,-20.400417
science,11.529526,-39.827774
earlier_than,6.727226,59.140095
allergic_reaction,53.710247,-11.620726
poorly_run,0.9449651,-0.74089336
airport,-61.934948,-4.184377
onsite,-11.261615,36.282803
tmj,57.079666,-27.497072
uncommon,18.010103,-4.894411
food_allergy,56.72716,-13.839568
cardiology,-49.708652,-23.88002
looking,-11.149349,-13.790961
commercial,-4.363181,29.512213
dr._katz,-37.81719,-53.55644
strap,33.892414,8.142302
genuine_concern,-8.222797,-28.668074
energetic,-3.6978962,-42.47053
non_existent,19.960629,12.950211
upon_arrive,11.108716,57.451664
fusion,54.410572,-31.565153
club,-46.48851,18.515078
dr._yee,-32.40553,-47.673378
vaccinate,-35.255825,42.98146
creepy,32.97525,15.470779
st.,-56.970554,-7.151578
agent,-39.145893,-6.797114
2009,-2.1262581,76.93951
judgment,-2.1352983,-24.544033
friday_night,1.9881631,66.541885
tammy,-55.968117,-51.96275
sensitivity,-4.855291,-25.496933
beneficial,19.760242,-37.02835
following,20.444475,57.71124
agave,-64.54296,-12.854721
tape,38.80702,6.4373546
nonetheless,-3.571053,-50.152863
electronically,14.549963,32.254776
america,-57.484882,-20.65428
at_3:30,10.839182,64.33038
lens_crafters,-23.945002,-2.901344
stubborn,37.349068,-24.649643
barely_walk,41.747963,-3.2161422
king,-58.115227,-30.514622
wing,-48.45972,0.85373944
dr._shapiro,-35.322884,-54.16594
breakdown,41.00016,41.150448
delightful,-6.087672,-42.85353
sharon,-59.53602,-46.69075
c.,-65.19618,-39.7248
rapid,49.026497,-18.167429
evidence,20.898827,34.88606
datum,11.33888,31.830706
e.,-59.6057,-9.260888
10_year_ago,-5.795218,73.28889
ablation,41.8788,-35.02967
well_informed,2.6700897,-41.793526
sufficient,9.722975,14.661656
tree,29.536392,1.6386698
chandler_location,-48.04867,-14.100407
on_several_occasion,1.1977097,43.24952
log,-5.166059,34.036854
perfectionist,8.679022,-45.192226
dr._carrie,-35.27832,-46.889774
2x,30.415771,58.779438
verbally,3.3189046,21.147423
fairly_quickly,-18.953615,57.010246
curtain,33.488007,12.995976
centers,-54.909275,-16.511965
iron,48.87128,-15.834786
flu_season,32.350662,20.933548
more_concerned_about,7.473872,-22.36506
upper_respiratory_infection,55.13711,-11.033866
channel,28.64177,16.116648
ray,-54.384968,-34.140266
administrative_staff,-32.63403,-15.628238
dr._reddy,-41.623875,-48.800114
2nd_opinion,-36.95539,3.8683274
motrin,58.50852,6.6852856
revision,44.57692,-37.08954
soothing,-6.422607,-39.405933
gratitude,-19.416187,-49.00923
gracious,-3.0228477,-43.80871
shout,1.3818091,15.22606
wonderfully,-12.041193,-47.28558
grandson,-53.15184,17.853676
wave,31.674303,1.2619833
olga,-49.97677,-46.986126
knife,45.006126,4.030069
clinician,-30.306486,-39.850876
spite,6.7378473,45.031418
plug,25.446026,1.9241124
cleveland,-57.996933,-16.050686
miller,-59.903152,-40.48316
pick_up_glass,-22.66431,-5.50507
vet,-27.204979,-7.281224
solely,-38.057446,23.71149
absolutely_fantastic,-13.61565,-50.5275
notification,21.35489,41.70797
accurately,12.495974,15.355456
pricey,18.833242,8.064704
strengthen,25.596724,-33.898556
income,24.436155,45.595375
dr._paul,-44.14968,-50.226585
willingness,-5.8304095,-30.997307
contribute,22.599842,-26.736967
dr_patel,-37.651577,-50.75932
nonsense,1.6061049,8.61751
uneducated,-1.189078,-2.532606
preparation,-12.581517,49.0167
orthopedist,-39.915756,-29.738184
devastate,12.147365,-12.282007
sonogram,26.047499,23.592731
baffle,5.242272,-13.559059
shall,-30.91851,18.354649
bad_news,-10.65851,27.945333
long_period,18.63001,68.01462
destroy,34.638023,-6.2840214
beautifully,-8.095438,-15.297747
eob,22.286898,42.457783
lousy,-0.4310726,4.3466268
sticker,28.0339,-2.0099497
dr._sher,-35.728508,-53.432476
callback,-3.8482041,38.785233
sum_up,0.3851035,-20.734531
emergency_situation,24.2547,-11.202118
hippa,-7.3111916,12.378698
leslie,-49.448296,-44.990013
dana,-51.255978,-38.322495
rib,55.23479,-25.30768
definition,-16.746521,-25.05111
admire,-7.9559216,-35.186504
flawless,-15.37172,-14.674209
didn't,13.73264,46.330444
marie,-60.38881,-45.790485
merely,-14.819291,7.1604342
utterly,1.8135388,-1.9057695
mistreat,6.0885963,1.6126643
3:15,9.268249,62.787735
clarification,3.6925354,32.165512
meticulous,5.9770036,-43.98226
6_year_old,-54.643177,14.220638
patel,-52.460945,-33.473495
20_30_minute,23.344645,69.74954
could_give_0,-34.042824,30.961317
menu,43.614334,19.726337
indifferent,-3.092815,-4.263991
belong,-22.949095,-11.598755
g.,-60.124012,-37.75937
psych,-30.825441,-30.155132
reluctant,9.256287,-17.337288
dr._weiner,-33.775322,-49.92081
attendant,-31.931675,-12.852875
misdiagnosis,27.895262,-15.210835
debt,23.91155,39.29092
hormonal,46.722786,-16.34316
dr._campbell,-42.46152,-50.964127
officially,-37.915558,20.232664
diligent,4.4860287,-43.00772
erin,-53.116783,-49.61623
delight,-8.939296,-45.00544
reasonable_amount,-16.412575,55.529686
thoroughness,-6.343778,-29.638327
contagious,56.859863,-8.158534
semi,-14.244734,-2.8610203
sport_injury,60.160606,-24.450804
subsequent,-8.496289,59.39783
even_tho,3.803625,49.124725
angle,53.940735,-23.336136
appendix,46.14811,-19.98937
ethical,-12.235445,-27.948612
trade,-14.598749,-33.797188
nasal,55.91553,-16.564358
heaven,-23.321255,18.06904
women_'s,-50.52296,-13.744828
anna,-54.07292,-47.968967
donate,-27.163908,3.7954175
2007,-2.5792563,76.79926
preferred,-67.47846,-13.008452
booking,0.85715115,53.355366
6_month_later,-6.295986,69.78585
institution,-27.001732,-19.32506
quicker,-21.633905,54.341908
katie,-56.15263,-50.143482
peer,-15.424655,-29.72516
nguyen,-60.212223,-41.95363
lipo,46.61077,-36.198685
cousin,-55.791573,20.643026
far_away,20.764833,15.907218
overpriced,19.63378,5.4796863
engaging,-0.026114177,-45.57775
augmentation,45.68008,-35.965225
wedding,-1.1333717,63.047657
entertain,27.6565,13.170712
half_ago,-8.067709,73.7297
phoenix_children_'s,-56.53228,-2.185424
collapse,44.520935,-19.052559
theme,-9.719455,-12.087409
sdmi,-46.827084,-7.4723406
week_post_op,-7.6225424,76.53121
en,-72.074615,-34.762947
pass_away,-50.211735,9.291013
utmost,-5.0182,-28.94821
dr._corey,-34.08344,-51.22852
heath,-28.021622,-31.264585
stand_around,7.0559797,18.437817
delete,-11.069324,32.498375
shortness,50.22373,-7.426022
outdated,-7.45707,-12.071537
constant_pain,41.55517,-10.316581
hate_job,-6.1046534,-2.068401
feb,2.0109842,77.30261
20min,22.365005,73.560265
imply,1.086758,11.587566
irritation,43.238438,-7.4509554
novant,-53.91714,-7.905862
truly_appreciate,-3.2993534,-54.91876
loop,-6.270714,36.779934
conveniently,-12.179323,39.193623
downstairs,-61.81522,0.735732
doctors,-43.38713,-34.44975
sedate,34.190853,-32.49622
unnecessarily,15.130703,9.588547
bacteria,55.525322,-8.354174
turnover,-10.838205,-21.59892
resort,-33.328426,-26.754519
esthetician,-33.72173,-40.834938
encouragement,-9.602952,-33.05612
spare,37.834515,37.81069
bond,-20.530205,-24.556833
partial,49.105247,-31.576246
stink,-0.4066032,5.419749
weight_loss_program,23.19389,-39.274097
secondary_insurance,22.491236,47.413338
same_page,-23.373785,-37.76353
recur,30.735603,-11.321788
toss,26.635185,9.465146
post_partum,-49.50994,4.674066
soul,-18.44485,-35.355976
naturopath,-33.585056,-29.190067
consume,16.16024,-10.493603
passionate,1.3925965,-46.71679
irritating,14.188859,-8.547554
1_hr,21.323496,68.98588
8th,2.870809,71.889015
tim,-54.14989,-38.79908
goodyear,-61.24009,-13.306063
sunrise,-56.823658,-2.3760087
challenging,17.348946,-10.080501
tax,32.73748,48.09101
accent,-1.5404998,-14.270106
totally_worth,2.1191688,29.964157
disconnect,-4.6801724,43.725437
shocking,12.677489,-8.389825
3d,24.294174,22.750423
lawsuit,23.032965,33.23418
lab_tech,-39.29968,-15.415571
exaggerate,9.643191,54.265034
siena,-56.473454,-5.661505
kristen,-61.097527,-43.894985
dear,-69.45677,-37.592476
injector,-33.53535,-39.86935
corporation,-26.46996,-18.511631
guide_through,4.7335005,-32.90736
judy,-55.84908,-43.96329
wellish,-42.21955,-37.314907
cc,10.701117,41.00196
triag,-16.885754,44.48197
like_cattle,8.092334,4.5419884
breakfast,42.587055,18.689867
b12_shot,29.463451,-38.570854
patricia,-58.467464,-42.87444
personalized,7.291592,-43.10909
pend,17.113306,39.666046
paint,32.269787,-2.1271875
completely_incompetent,-0.88434464,-1.1919254
rude_condescending,-2.1821826,-4.779448
las_vegas_area,-63.010136,-15.9289055
across_town,-45.628807,36.043667
competitive,-27.402763,-34.772114
purse,34.898804,17.830309
terry,-58.36724,-44.000694
pelvic,55.705982,-31.272032
7_10,34.462894,57.242973
navigate,-11.097624,-9.730245
9_am,6.1677914,63.409397
worth_every_penny,1.1312536,33.565598
spectacular,-12.24822,-48.451347
arrogance,6.2075925,-0.51236653
build_up,40.494576,-18.313053
friday_morning,3.06648,66.83168
mini,6.7565866,23.511036
dos,61.735836,8.069268
eyelid,41.87961,-24.515842
orient,3.06491,-36.228046
faint,43.305874,-18.660807
jenny,-56.330425,-49.73358
persistent,38.8597,-12.813248
dr._chang,-37.591373,-50.048164
marry,-34.934696,2.7839527
honorhealth,-54.49659,-5.2259345
hike,-43.858135,23.123417
dance,-44.111103,23.420755
bruising,41.544582,-7.912544
wind_up,23.402996,12.28792
weight_gain,47.884186,-4.1043277
otc,55.539696,8.933418
moral,-14.023622,-29.82588
downtown,-62.75475,-11.407307
convey,-0.5397423,-18.68173
craft,9.331848,-44.4912
season,-0.18594263,82.016785
safely,-11.859343,-37.975513
extent,33.62963,-21.152117
text_message,-0.85788655,39.040752
erica,-54.818638,-50.223167
total_waste,17.075987,0.024737598
rehabilitation,-32.445774,-34.61095
thigh,51.356876,-23.842232
reconstruction,50.912186,-32.389374
flush,43.41941,3.33805
escalate,14.814864,3.642677
maternity,-50.2962,4.662513
randomly,-13.888393,68.02101
medication_refill,56.977837,18.025106
$_120,31.695349,44.52547
yea,-17.19328,28.759195
membership,22.025164,43.931553
banner_urgent_care,-50.479977,-6.4026937
only_reason_why,-34.249336,25.666862
heavily,45.450485,33.14522
valley_women,-47.570213,-15.8403425
yellow,28.209335,1.1948342
sma,-59.414722,-4.4930835
scamm,5.0815187,4.029343
firm,-2.3805645,-11.322134
await,7.731914,47.47355
nurse_station,12.530044,22.249758
phx,-61.668633,-13.954075
snarky,-3.728733,-7.693159
sunset,-61.04278,-6.5470095
auto,-5.449781,38.065342
sandy,-57.78923,-49.56971
shy,-45.539646,16.684544
root_canal,50.833313,-37.97735
giggle,4.734212,17.55395
def,-28.764729,17.525751
philosophy,11.836411,-39.206955
strive,11.339323,-36.715553
$_70,34.236347,44.338463
commend,-22.392553,-48.04186
breast_lift,45.6241,-35.95344
sept,-0.7780792,75.25324
go_down_hill,-68.568405,9.0184555
logan,-55.635273,-30.672985
3.5,34.66098,61.17402
hrs,18.412516,72.95425
attribute,22.12462,-26.028278
prick,47.539803,5.388997
validate,-10.519861,-0.013224199
x_ray_machine,23.487356,19.383625
$_350,34.11566,45.176205
hostile,0.29372445,-6.1397014
tall,-46.86409,15.493477
chit_chat,6.1559772,17.699816
deem,7.5366473,13.6068945
emily,-51.520817,-47.69675
wellness_center,-34.87721,-32.28428
wellness_check,-30.302538,44.80245
liquid,42.594154,14.55429
cookie,41.17815,18.151127
magically,-15.069088,62.165718
1000,37.656933,52.304733
occasional,-16.74352,36.715034
abrasive,-2.358804,-5.671247
cranky,-5.340183,-3.3717415
lotion,53.71836,9.103678
sever,37.41614,-10.9198675
mammo,24.45468,23.816153
fill_out_paper_work,13.816166,59.566406
william,-58.77284,-41.837734
legitimate,-31.26558,6.1856
honey,-40.078964,17.931849
pac,-47.81889,-41.387577
year_old_son,-52.73396,14.792381
uncle,-54.97749,21.330706
wide,-34.14314,-28.164051
cheap_than,19.867025,7.2879405
psychologist,-35.82721,-29.520367
itchy,38.810253,-4.2416353
chicken,40.912216,16.248434
dr._petrick,-38.255787,-40.66745
robot,-5.381393,-9.64746
inpatient,-49.954556,-1.3316084
pop_up,-66.19464,-11.1697645
pinpoint,30.880104,-27.280664
los_angeles,-62.130352,-17.53395
dean,-57.991405,-34.753265
200,36.64931,53.253643
unpleasant_experience,2.6834755,-13.944601
dentistry,-38.87293,-33.57263
justify,-9.387963,5.7511153
20/20_vision,42.496117,-47.19243
muscle_relaxer,58.84345,8.014612
fold,42.484474,3.6249268
uninterested,-4.062603,-4.917029
skincare,31.826746,-41.005775
smh,-6.0856876,1.1666392
melanie,-55.396175,-40.315315
appreciation,-19.465052,-48.804596
gastro,-41.344288,-25.714417
davis,-56.82935,-34.81657
accountability,-8.274439,-21.02399
paramedic,-51.751728,0.7656133
ben,-51.181156,-40.462234
evident,-4.010887,-27.729675
sized,29.413826,-3.8248472
exciting,17.49037,-12.108877
injectable,32.723682,-40.389782
oz,47.906372,1.1342789
tension,42.792862,-15.963605
45min,21.480604,69.694496
sing,-53.612953,-31.60495
anatomy,30.56898,-29.715557
wax,52.902924,-17.329605
drug_screen,22.266338,28.81326
johnson,-56.20281,-35.71789
pile,37.09153,24.570772
an_understatement,-22.158167,8.914872
300,36.23142,52.571228
weekday,1.7307384,65.01285
500,36.37338,52.76065
medicate,18.698032,3.3463445
breast_implant,46.331837,-35.043526
involved,9.326069,-21.644308
joellen,-37.846252,-55.096695
60_minute,24.132137,70.248665
expand,36.301502,-24.293129
spider_vein,49.01357,-25.438868
florida,-59.462807,-19.15253
re_schedule,5.0235643,54.493645
overdue,19.934921,40.969692
practical,6.3911886,-47.90091
drama,8.39665,18.305588
regain,25.28685,-30.97311
completely_unacceptable,9.782425,-4.989299
fry,-17.196545,24.407566
dr._docasar,-38.185127,-56.42719
article,-16.660234,14.6158085
shannon,-56.570583,-52.193882
heartless,1.2755382,-3.1559792
enhance,22.64591,-27.083023
completely_ignore,12.236551,4.261298
menopause,45.49513,-16.082893
syringe,49.70787,5.8112593
dr._zedek,-33.47401,-54.24977
extremely_painful,41.463985,-20.216076
clearance,12.17479,42.7849
sport_physical,-33.199135,42.437862
dr._khavkin,-36.586067,-49.45356
endocrinology,-45.906273,-23.3359
lasik_plus,-30.9157,-50.01623
blast,-4.632509,29.16615
minded,15.809575,-49.974476
ligament,53.29933,-28.69529
hook,30.371958,4.256243
root_because,30.260939,-26.168297
certify,-37.486423,-24.442495
ucla,-55.846455,-13.919284
spasm,41.523205,-11.435366
xanax,59.743206,9.872207
10_minute_early,12.994716,60.0849
worthy,-29.810514,25.860157
mi,-72.62168,-34.608112
fuss,0.54900485,16.658777
fashion,-19.163103,-7.637813
banner_desert,-54.3924,-4.791177
nurse_practioner,-46.622437,-39.438236
bandaid,42.20038,6.1154723
meet_deductible,22.079975,45.067097
participate,6.6351604,-25.626532
150,37.212177,52.1115
pertain,22.988901,-7.134067
$_2000,33.53607,45.708134
dr_cohen,-44.16292,-47.721077
decency,-10.760186,-25.858555
chang,-61.337936,-34.851994
walking,26.457342,-30.666775
mas,-73.06894,-35.012573
jackson,-55.9163,-32.013557
25_min,21.663177,72.66243
15min,23.897905,71.90581
birth_plan,-49.410618,6.8292212
clientele,4.5685034,-20.14865
contemplate,-23.326813,12.27204
fmla,18.752201,39.527756
$_45,31.166653,42.71587
front_counter,-37.12113,-10.47487
optimistic,-12.811989,-58.888012
discontinue,15.71043,45.944317
horror_story,-20.169823,10.892232
branch,-49.64086,-10.752314
$_800,31.895742,45.88982
ample,38.052887,32.65758
content,12.670216,-35.659523
6th,2.5774834,74.014595
par,-4.7563996,14.611748
toenail,49.55832,-29.671633
5:30,8.329878,64.49653
gifted,1.579458,-48.71228
hack,27.608887,1.3746377
song,-54.00378,-32.23897
release_form,14.160894,37.907383
3_min,24.556938,74.26962
debilitating,38.93501,-12.996408
behave,-7.426731,-1.1668628
rich,-55.9978,-22.37133
throw_away,37.493664,24.21332
banner_health,-52.304676,-7.025915
maximum,40.35513,37.655643
kaiser,-57.1579,-19.033125
bob,-55.040794,-39.493103
2:00,10.119821,63.307373
vbac,-48.271828,6.7807856
negative_comment,-19.77493,11.257546
casey,-53.841175,-43.16672
meaning,-16.940445,-24.066748
mandatory,31.073164,38.834064
official,-9.324275,32.453182
extremely_knowledgable,2.2116177,-45.83068
permanently,46.716686,-31.65979
ect,-3.214515,25.674194
h.,-64.778046,-39.35792
designate,10.247741,48.10595
chemical,51.070198,6.142226
chamber,-68.06935,-26.754036
alternate,14.976472,-25.939589
social_medium,-7.778007,30.51662
tailor,17.1345,-38.56959
pre_surgery,-11.823405,47.779274
psoriasis,54.52376,-14.731636
prognosis,14.174735,-30.000284
argument,3.1920092,15.0589905
respiratory,57.98764,-12.091637
foster,-52.598686,-27.243893
nutritionist,-35.48747,-36.886406
conflict,13.775905,11.676512
reimbursement,23.94971,45.24638
abdominal,50.479786,-21.3262
excellence,-3.8145087,-30.198801
schwartz,-51.700787,-54.234093
32,38.94903,57.795986
grief,42.345913,-14.327339
will_gladly,-29.880898,20.770672
hmmm,-15.677227,25.317142
drive_across_town,-45.551964,35.62105
band_aid,42.3055,6.256015
scottsdale_shea,-56.171352,-4.224436
social_worker,-42.909668,-3.419522
dr._gupta,-39.019024,-52.877285
terminate,22.29367,37.96179
gynecological,-41.395016,-22.926327
16_year,13.007287,83.29489
matthews,-57.934547,-13.910685
sling,38.5149,2.951526
useful,16.568998,-29.250086
glad_choose,-28.5306,12.127938
henry,-62.092575,-42.4191
diana,-51.87325,-46.026817
rid,-43.97895,21.044903
tan,-63.20686,-32.077045
argumentative,-0.9565448,-5.9810624
dr._gatlin,-40.155212,-52.914894
development,2.6973808,-26.496943
actually_look_forward,-11.173863,-60.702213
medical_industry,-20.709772,-31.980072
sock,38.612854,7.491901
exam_table,34.385742,11.085209
dr._glassman,-39.08075,-51.557076
stain,34.034733,14.206337
natural_birth,-49.038754,6.801968
mole_remove,43.842552,-27.881884
mumble,3.3428957,17.227455
retrieve,12.752123,49.21346
unrelated,23.624203,-8.002033
downright,-4.1289115,-2.6068952
7_p.m.,6.838561,65.84247
equal,-18.310188,37.8016
osborn,-57.867977,-5.4401937
stabilize,23.576893,-23.697054
full_amount,27.359047,43.84328
board_certify,-38.196453,-24.78145
vital_sign,18.326849,25.10624
distress,45.241566,-8.044122
valerie,-57.859047,-50.898735
reasoning,13.419013,-30.81978
dr_miller,-48.907604,-44.93614
ordinary,34.185764,30.608883
bifocal,-20.928345,-4.5686026
battery,38.121033,-42.526936
processing,-18.739265,46.91856
network_provider,23.687159,50.113876
reconsider,-26.18161,14.588664
