,business_id,categories,city,name,review_count,star_avg,state,categories_list,health_business
148,9MjgSnqNfuv6wYmeewku3Q,"health & medical, urgent care",Peoria,We Care Urgent Care Centers,22,3.5,AZ,"['health & medical', ' urgent care']",urgent care
149,O9_Au2DZzBRQUs9drm4jsA,"doctors, medical centers, health & medical, urgent care",Harrisburg,FastMed Urgent Care,14,3.5,NC,"['doctors', ' medical centers', ' health & medical', ' urgent care']",urgent care
150,lq867BRMvcJKk9wwbdMnVA,"urgent care, health & medical",Glendale,Now Care,3,3.0,AZ,"['urgent care', ' health & medical']",urgent care
151,gfmRNRj2eMwExc6YVxSI9Q,"urgent care, medical centers, health & medical",Chandler,Kyrene Urgent Care,4,3.5,AZ,"['urgent care', ' medical centers', ' health & medical']",urgent care
152,mv93cScYP-nn8EzhH_cSKA,"medical centers, urgent care, health & medical",Gilbert,Alliance Urgent Care,9,4.5,AZ,"['medical centers', ' urgent care', ' health & medical']",urgent care
153,QAtljaAmOPGVN_vi6Tlj3g,"urgent care, health & medical",Charlotte,Arboretum Urgent Care,5,2.5,NC,"['urgent care', ' health & medical']",urgent care
154,D57dZFqVrb5rov3CtoEPYA,"health & medical, urgent care, medical centers",Phoenix,Dignity Health Urgent Care,57,2.5,AZ,"['health & medical', ' urgent care', ' medical centers']",urgent care
155,AvaSL1ME0czC-ieNWWK3-g,"urgent care, health & medical",Henderson,St. Rose Walk-in Care,19,3.5,NV,"['urgent care', ' health & medical']",urgent care
156,zcb1nHcTuMRmWcAXkeDoeg,"doctors, medical centers, health & medical, urgent care",Phoenix,NextCare Urgent Care,76,3.5,AZ,"['doctors', ' medical centers', ' health & medical', ' urgent care']",urgent care
157,HZ9iQIoSjQvCuQKO3NQTvg,"urgent care, health & medical",Las Vegas,CareNow,39,3.5,NV,"['urgent care', ' health & medical']",urgent care
158,8dP-pST0OI8VbB3G0izu3w,"health & medical, urgent care",North Las Vegas,Concentra Medical Center,16,2.5,NV,"['health & medical', ' urgent care']",urgent care
159,qpWrR6B5YrSCoAz3VoY8uA,"doctors, urgent care, health & medical",Goodyear,Banner Urgent Care,12,2.0,AZ,"['doctors', ' urgent care', ' health & medical']",urgent care
160,TYjSbSLYBvz2SIFRUbMtpQ,"medical centers, doctors, health & medical, urgent care",Avondale,NextCare Urgent Care,55,3.5,AZ,"['medical centers', ' doctors', ' health & medical', ' urgent care']",urgent care
161,Y8_y_8F_GrytuwzGxnUCEA,"health & medical, urgent care",Las Vegas,Urgent Care Extra,59,3.5,NV,"['health & medical', ' urgent care']",urgent care
162,Qm_VRHEh1fcNZVmAbHt29Q,"doctors, urgent care, medical centers, emergency medicine, health & medical",Phoenix,NextCare Urgent Care,74,3.5,AZ,"['doctors', ' urgent care', ' medical centers', ' emergency medicine', ' health & medical']",urgent care
163,yKphJNeSiBLPDxVHiLuklA,"urgent care, medical centers, health & medical",Phoenix,Maricopa Integrated Health System,29,4.0,AZ,"['urgent care', ' medical centers', ' health & medical']",urgent care
164,8nMHSznrPWDoUe2i3avvjA,"doctors, urgent care, health & medical, medical centers",Phoenix,FastMed Urgent Care,51,3.0,AZ,"['doctors', ' urgent care', ' health & medical', ' medical centers']",urgent care
165,T0LQ1eJSeasfJ-18vU4JOw,"health & medical, urgent care",North Las Vegas,CareNow,23,4.0,NV,"['health & medical', ' urgent care']",urgent care
166,3riqjzgN04QnvpPADUbu5w,"urgent care, health & medical, medical centers",Scottsdale,U.S. HealthWorks Medical Group,7,1.5,AZ,"['urgent care', ' health & medical', ' medical centers']",urgent care
167,XKOscO9L_-E0X_INUEqhmw,"health & medical, doctors, urgent care, hospitals",Glendale,HonorHealth Immediate Care - West Bell Road,9,2.0,AZ,"['health & medical', ' doctors', ' urgent care', ' hospitals']",urgent care
168,G1t8_G105yWDTPiWe1oEQw,"medical centers, doctors, health & medical, urgent care",Henderson,Southwest Medical Associates at Siena,102,2.5,NV,"['medical centers', ' doctors', ' health & medical', ' urgent care']",urgent care
169,hen4hE5vC5JRCxR842vuhg,"medical centers, urgent care, health & medical, doctors",Henderson,UMC Quick Care - Sunset,98,2.5,NV,"['medical centers', ' urgent care', ' health & medical', ' doctors']",urgent care
170,1LlGFhwtcw_QCuNV92eyAg,"health & medical, urgent care",Pittsburgh,MedExpress Urgent Care,8,2.0,PA,"['health & medical', ' urgent care']",urgent care
171,zSFutuGG7NcL60-N9g-EUw,"medical centers, health & medical, urgent care, hospitals",Phoenix,St. Joseph's Hospital and Medical Center,142,3.0,AZ,"['medical centers', ' health & medical', ' urgent care', ' hospitals']",urgent care
172,zzDnVU3rg0OFioJVqCZ0-Q,"health & medical, urgent care",Phoenix,Alliance Urgent Care,29,3.0,AZ,"['health & medical', ' urgent care']",urgent care
173,OAcux_ffuXJJsVjok_zu4Q,"health & medical, urgent care",Laveen,Laveen Urgent Care,3,2.0,AZ,"['health & medical', ' urgent care']",urgent care
174,4J0Ihvi2p1l6lGTKR9AB6g,"urgent care, health & medical",North Las Vegas,Urgent Care Extra,35,2.5,NV,"['urgent care', ' health & medical']",urgent care
175,ut4AkArvyhk_YeWdvOppCg,"urgent care, doctors, health & medical",Paradise Valley,Doctor Housecalls of Paradise Valley,12,5.0,AZ,"['urgent care', ' doctors', ' health & medical']",urgent care
176,tyVMk4dLS3NawS29NlyH8A,"health & medical, doctors, urgent care",Mesa,Express Care,15,3.5,AZ,"['health & medical', ' doctors', ' urgent care']",urgent care
177,suJ8INxu1jYU3El_Thwjlw,"health & medical, urgent care",North Las Vegas,CareNow,21,3.0,NV,"['health & medical', ' urgent care']",urgent care
178,U8pnFAr4uoEGzNJHmAplJQ,"health & medical, urgent care",Pittsburgh,MedExpress Urgent Care,18,1.5,PA,"['health & medical', ' urgent care']",urgent care
179,A9i4T5PEyCZ-J4SgNXJelQ,"health & medical, urgent care",Las Vegas,UMC Quick Care - Centennial Hills,14,4.5,NV,"['health & medical', ' urgent care']",urgent care
180,Crisy-zNv58ItIwPEBb0Cw,"health & medical, urgent care",Scottsdale,STATClinix: Urgent Care,68,3.0,AZ,"['health & medical', ' urgent care']",urgent care
181,NWRRiH84CbP10B-I8fujiQ,"health & medical, doctors, urgent care",Glendale,Banner Urgent Care,14,3.0,AZ,"['health & medical', ' doctors', ' urgent care']",urgent care
182,uANZVPL01bpwS0hEJKFBfw,"health & medical, urgent care, hospitals",Henderson,CareNow Urgent Care,96,2.5,NV,"['health & medical', ' urgent care', ' hospitals']",urgent care
183,fuYRvZr6_XnhNW8PIQl6jg,"doctors, health & medical, medical centers, urgent care",Chandler,FastMed Urgent Care,50,3.0,AZ,"['doctors', ' health & medical', ' medical centers', ' urgent care']",urgent care
184,o9-ZRUwmM26zTDpAx_xL0Q,"doctors, urgent care, health & medical, medical centers",Scottsdale,NextCare Urgent Care,48,3.5,AZ,"['doctors', ' urgent care', ' health & medical', ' medical centers']",urgent care
185,pWZoixbmyLuwlyln8qO4TQ,"health & medical, urgent care, medical centers",Phoenix,Valley Urgent Care,10,5.0,AZ,"['health & medical', ' urgent care', ' medical centers']",urgent care
186,0AKk_a4dCxlf8lgzeeYT3w,"urgent care, health & medical",Las Vegas,CVS Minute Clinic,4,4.0,NV,"['urgent care', ' health & medical']",urgent care
187,QUAAWNq6dG05xdy6IEKxlw,"urgent care, doctors, health & medical",Glendale,Banner Urgent Care,8,3.5,AZ,"['urgent care', ' doctors', ' health & medical']",urgent care
188,IRuTWZm2XKGo0RS0SGGxYw,"urgent care, health & medical",Las Vegas,CareNow,36,4.0,NV,"['urgent care', ' health & medical']",urgent care
189,xVJlWoLuftOR2nYQzjeXKQ,"urgent care, health & medical",North Las Vegas,Med Express,3,2.0,NV,"['urgent care', ' health & medical']",urgent care
190,KGqss0bbRC1bXivlyhs1oQ,"urgent care, health & medical",Coraopolis,Medexpress Urgent Care,3,3.5,PA,"['urgent care', ' health & medical']",urgent care
191,E7SOYQ87MPATF4GxdUlF7A,"doctors, medical centers, health & medical, urgent care",Mesa,NextCare Urgent Care,19,4.0,AZ,"['doctors', ' medical centers', ' health & medical', ' urgent care']",urgent care
192,uUdr0poadIUQb9iBz2g0Pw,"urgent care, health & medical, medical centers",Mesa,Allen Family Medicine,27,3.0,AZ,"['urgent care', ' health & medical', ' medical centers']",urgent care
193,WVSCDEcnoSo2ruCeXCaN3A,"medical centers, urgent care, health & medical, doctors",Phoenix,FastMed Urgent Care,25,3.0,AZ,"['medical centers', ' urgent care', ' health & medical', ' doctors']",urgent care
194,KNbIIDcTLKSqxBdOSYD6kw,"health & medical, urgent care",North Las Vegas,Umc Quick Care,6,1.5,NV,"['health & medical', ' urgent care']",urgent care
195,Ondw_W9Hn-lD7Nyl2A2gNg,"urgent care, doctors, health & medical",Glendale,Nowcare,3,1.0,AZ,"['urgent care', ' doctors', ' health & medical']",urgent care
196,nR8nBZi-bMi2aYCaox_WxA,"urgent care, health & medical",Las Vegas,Umc Quick Care,6,3.0,NV,"['urgent care', ' health & medical']",urgent care
197,hja_S_61PaHHI9n754YDkA,"urgent care, health & medical",Buckeye,Alliance Urgent Care,18,2.0,AZ,"['urgent care', ' health & medical']",urgent care
198,pOE-Xet6QpDc0m080M8QyA,"emergency medicine, health & medical, urgent care, doctors",Champaign,CampusTown Urgent Care,3,1.0,IL,"['emergency medicine', ' health & medical', ' urgent care', ' doctors']",urgent care
199,V25pxb4_yjgoab1OwXL2Tg,"urgent care, doctors, medical centers, health & medical",Phoenix,NextCare Urgent Care,59,3.0,AZ,"['urgent care', ' doctors', ' medical centers', ' health & medical']",urgent care
200,4KiOIi6j7SaMVUQ5i8jARg,"urgent care, health & medical",North Olmsted,North Olmsted Urgent Care,6,4.0,OH,"['urgent care', ' health & medical']",urgent care
201,DsBkIEsJw8NWvjE2b8l9UQ,"health & medical, medical centers, urgent care",Las Vegas,Patient's Choice Medical Center,15,2.5,NV,"['health & medical', ' medical centers', ' urgent care']",urgent care
202,wTO-zjGoKKEVA6euABBOSg,"urgent care, health & medical, medical centers",Phoenix,Advantage Urgent Care,3,4.5,AZ,"['urgent care', ' health & medical', ' medical centers']",urgent care
203,FLIg_BEnYlOPkGyRX7VoZw,"urgent care, hospitals, health & medical",Las Vegas,Urgent Care Extra,36,3.0,NV,"['urgent care', ' hospitals', ' health & medical']",urgent care
204,ZB_yBM8zC-LcNqcTICnfWQ,"medical centers, urgent care, health & medical, emergency rooms, hospitals",Painesville,Lake Health - TriPoint Medical Center,3,1.5,OH,"['medical centers', ' urgent care', ' health & medical', ' emergency rooms', ' hospitals']",urgent care
205,sX982OAAhAxyrCsyorSnag,"urgent care, doctors, medical centers, health & medical",Chandler,FastMed Urgent Care,28,3.5,AZ,"['urgent care', ' doctors', ' medical centers', ' health & medical']",urgent care
206,P4-PwFNEqoasEpyWXQ2uxg,"health & medical, doctors, medical centers, urgent care",Chandler,NextCare Urgent Care,8,4.5,AZ,"['health & medical', ' doctors', ' medical centers', ' urgent care']",urgent care
207,LdI-o0yH_vtqoFf_ageDpA,"urgent care, health & medical",Pittsburgh,UPMC Urgent Care - Shadyside,21,4.0,PA,"['urgent care', ' health & medical']",urgent care
208,YE55riIHyVuC9NfkcU9eFg,"health & medical, urgent care, doctors",Charlotte,Carolinas Healthcare Urgent Care,11,3.0,NC,"['health & medical', ' urgent care', ' doctors']",urgent care
209,WTtZCHFtBXfJpejeoLomdQ,"urgent care, health & medical, doctors",Phoenix,Banner Urgent Care,15,3.0,AZ,"['urgent care', ' health & medical', ' doctors']",urgent care
210,BMI3E0--ZirjhlDjCDUPGw,"doctors, health & medical, urgent care",Elyria,Avon Urgent Care,3,2.0,OH,"['doctors', ' health & medical', ' urgent care']",urgent care
211,6NqF3XyWvCNoNDB4tKGU4w,"urgent care, health & medical",Phoenix,Express Urgent Care,14,3.0,AZ,"['urgent care', ' health & medical']",urgent care
212,0URAdw0y5y_gOu8w_zbHMA,"urgent care, health & medical, doctors",Sun City West,Banner Urgent Care,6,4.0,AZ,"['urgent care', ' health & medical', ' doctors']",urgent care
213,JVS0Q4jT8JAiSOjbrT4ceg,"emergency rooms, walk-in clinics, health & medical, medical centers, urgent care",Independence,Cleveland Clinic - Independence Family Health Center,6,4.0,OH,"['emergency rooms', ' walk-in clinics', ' health & medical', ' medical centers', ' urgent care']",urgent care
214,OlYklmlU6jpIPtwHgE_-5A,"health & medical, urgent care",Henderson,Minute Clinic,4,2.0,NV,"['health & medical', ' urgent care']",urgent care
215,idxCWtQ_c4UXY941RHAX-g,"health & medical, doctors, urgent care",Chandler,Banner Urgent Care,22,3.0,AZ,"['health & medical', ' doctors', ' urgent care']",urgent care
216,5LATHtIvbsz425EExG7HvQ,"health & medical, medical centers, urgent care, doctors",Mesa,NextCare Urgent Care,35,3.5,AZ,"['health & medical', ' medical centers', ' urgent care', ' doctors']",urgent care
217,loRF8r4PIrrp7k_M9hHRZg,"urgent care, health & medical",Concord,Carolinas HeathCare Urgent Care-Cabarrus,3,3.5,NC,"['urgent care', ' health & medical']",urgent care
218,PMmSi5oEZSo5RlvQ6dJy7w,"health & medical, urgent care",Buckeye,IMS Urgent Care - Buckeye,4,1.0,AZ,"['health & medical', ' urgent care']",urgent care
219,5CG42TgiStHrYwQHyi5XpA,"health & medical, doctors, urgent care, medical centers",Phoenix,NextCare Urgent Care,15,3.0,AZ,"['health & medical', ' doctors', ' urgent care', ' medical centers']",urgent care
220,2EGNC_m6Ytyh74J0MQuxmg,"health & medical, urgent care, doctors",Henderson,Children's Urgent Care & Pediatric Clinic,40,2.5,NV,"['health & medical', ' urgent care', ' doctors']",urgent care
221,SbKkQXFGs4N3X3vEbJYwwg,"health & medical, doctors, urgent care, medical centers",Phoenix,FastMed Urgent Care,15,1.5,AZ,"['health & medical', ' doctors', ' urgent care', ' medical centers']",urgent care
222,GafHnaxHetx3Y-BXDbZN3A,"hospitals, urgent care, health & medical, medical centers",Phoenix,Banner - University Medical Center Phoenix,102,3.0,AZ,"['hospitals', ' urgent care', ' health & medical', ' medical centers']",urgent care
223,lqpQE6hBAb9z-CvDnnsFvw,"doctors, medical centers, health & medical, urgent care, hospitals",Tempe,NextCare Urgent Care,74,3.5,AZ,"['doctors', ' medical centers', ' health & medical', ' urgent care', ' hospitals']",urgent care
224,3ywiG5BHksePrAmswsrtvA,"health & medical, urgent care",North Las Vegas,Urgent Care Extra,16,2.0,NV,"['health & medical', ' urgent care']",urgent care
225,Rt4JFGAqXnrys1Wwpu1dOQ,"health & medical, urgent care",Surprise,Express Urgent Care,21,4.0,AZ,"['health & medical', ' urgent care']",urgent care
226,2Tenjq_CsJ5D6ndLtbxHvQ,"urgent care, health & medical",Huntersville,Carolinas Health Care Urgent Care,9,3.0,NC,"['urgent care', ' health & medical']",urgent care
227,usmDSWS3t7dZZbEiEZZa3w,"health & medical, doctors, urgent care",Mesa,Banner Urgent Care,31,2.0,AZ,"['health & medical', ' doctors', ' urgent care']",urgent care
228,MCnrL1AHCLmv3AOkF-44HQ,"urgent care, health & medical",Chandler,Desert Valley Urgent Care,29,3.0,AZ,"['urgent care', ' health & medical']",urgent care
229,fy3xjdyGiYjgjwWgdkEujQ,"surgeons, health & medical, doctors, medical centers, urgent care",Chandler,Arizona Premier Surgery,5,4.0,AZ,"['surgeons', ' health & medical', ' doctors', ' medical centers', ' urgent care']",urgent care
230,PzLaN9fePgrkio4U6Kij5A,"health & medical, urgent care, doctors",Las Vegas,Best Urgent  Care,70,3.5,NV,"['health & medical', ' urgent care', ' doctors']",urgent care
231,puG73GPMt8La_hIe6I7BTA,"health & medical, urgent care",Phoenix,IMS Urgent Care - Phoenix,5,4.0,AZ,"['health & medical', ' urgent care']",urgent care
232,tzCFo5of-bekZOfN_ggNNA,"doctors, medical centers, urgent care, health & medical",Phoenix,NextCare Urgent Care,8,3.5,AZ,"['doctors', ' medical centers', ' urgent care', ' health & medical']",urgent care
233,69zWgQyurlYybFQ7ncAQZg,"doctors, health & medical, urgent care",Tempe,Banner Urgent Care,39,2.5,AZ,"['doctors', ' health & medical', ' urgent care']",urgent care
234,cP51YVyFt31bt8A9OiPung,"urgent care, health & medical",Las Vegas,Las Vegas Strip Urgent Care,13,4.0,NV,"['urgent care', ' health & medical']",urgent care
235,X3p5eJS76zEeIfPt4SOADA,"urgent care, health & medical",Pittsburgh,MedExpress - Bloomfield,22,3.5,PA,"['urgent care', ' health & medical']",urgent care
236,mHG3U0PxWRsJpoQU-Di_8Q,"medical centers, health & medical, urgent care",Gilbert,Dignity Health Urgent Care,50,3.5,AZ,"['medical centers', ' health & medical', ' urgent care']",urgent care
237,Zo0DWTyHTSyKRVIWIYVf-w,"urgent care, medical centers, health & medical",Henderson,CareNow,145,3.0,NV,"['urgent care', ' medical centers', ' health & medical']",urgent care
238,s1uYxwfquzEtqZb_V_3giw,"urgent care, health & medical, doctors",Gilbert,Banner Urgent Care,4,4.0,AZ,"['urgent care', ' health & medical', ' doctors']",urgent care
239,w9NM-jQKYHgU5QxScYmsSQ,"health & medical, urgent care",Surprise,Banner Urgent Care,12,3.5,AZ,"['health & medical', ' urgent care']",urgent care
240,BAMXR8W9z7Ht7g14PcM8tA,"urgent care, health & medical",Phoenix,Banner Urgent Care,4,3.0,AZ,"['urgent care', ' health & medical']",urgent care
241,IlLKpNu4BrIhjruik8poiQ,"health & medical, hospitals, medical centers, emergency rooms",Gilbert,Dignity Health AZ General Hospital Emergency Room-Gilbert,30,4.0,AZ,"['health & medical', ' hospitals', ' medical centers', ' emergency rooms']",hospital
242,GPCixF89heCSHgvbN9xY4A,"health & medical, medical centers, hospitals",Glendale,Thunderbird Endoscopy Center,4,4.0,AZ,"['health & medical', ' medical centers', ' hospitals']",hospital
243,SA0-yk3GttFhdykAH2REkg,"hospitals, health & medical",Las Vegas,Horizon Specialty Hospital,11,2.5,NV,"['hospitals', ' health & medical']",hospital
244,8IP2NjG3wZBfylZ7dmpQaQ,"health & medical, hospitals",Phoenix,Abrazo Maryvale Campus,10,2.5,AZ,"['health & medical', ' hospitals']",hospital
245,xmh5d0ifIgz9k_qe3-Bjdg,"medical centers, hospitals, health & medical",Twinsburg,Cleveland Clinic -Twinsburg Family Health and Surgery Center,12,4.0,OH,"['medical centers', ' hospitals', ' health & medical']",hospital
246,-yL5oGeXMwUaq4ysDwF3Lw,"hospitals, health & medical",Sun City,Banner Boswell Memorial Hospital,18,2.5,AZ,"['hospitals', ' health & medical']",hospital
247,DUfGrLB-TKkoA-xzRsvaQA,"hospitals, doctors, health & medical",Monroeville,Forbes Hospital,11,3.0,PA,"['hospitals', ' doctors', ' health & medical']",hospital
248,vh70OTxUGe1CblLmeM-CzA,"health & medical, hospitals, doctors",Phoenix,Mora Henry R MD,3,2.5,AZ,"['health & medical', ' hospitals', ' doctors']",hospital
249,9zS4IkhwXrbp0uH0dTnrEg,"health & medical, hospitals",Pineville,Carolinas Medical Center-Pineville,40,3.0,NC,"['health & medical', ' hospitals']",hospital
250,pIpsM_fVTnwCw7NZSkYkuA,"health & medical, hospitals, medical centers",Madison,UW Health University Station Clinic,3,3.5,WI,"['health & medical', ' hospitals', ' medical centers']",hospital
251,mYkN_n_sthTZf1K8fU2w_Q,"hospitals, health & medical",Pittsburgh,Magee-Womens Hospital,5,3.0,PA,"['hospitals', ' health & medical']",hospital
