,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
100,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",hTeEouiPuF8QhcKRm-YsjA,"chiropractors, health & medical",Fitchburg,The Joint Chiropractic,7,4.5,WI,"['chiropractors', ' health & medical']"
101,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",aoWdPtDABzW4hgK9bFT1cg,"health & medical, family practice, doctors",Goodyear,Good Years Family Medicine,13,3.0,AZ,"['health & medical', ' family practice', ' doctors']"
102,{'ByAppointmentOnly': 'True'},ymO3RTzw2XAGPqpaoZJkVg,"doctors, health & medical, urologists",Phoenix,Ironwood Urology,12,1.5,AZ,"['doctors', ' health & medical', ' urologists']"
103,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",D5MjjesXEz8QLcehB8RkhA,"health & medical, chiropractors",Mesa,Lewin Chiropractic Center,3,5.0,AZ,"['health & medical', ' chiropractors']"
104,{'BusinessAcceptsCreditCards': 'True'},bh4vmN96lT2SQS0hm-QWBg,"doctors, chiropractors, health & medical, medical centers",Plum,Unity Chiropractic Center,3,2.5,PA,"['doctors', ' chiropractors', ' health & medical', ' medical centers']"
105,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",x_CGVLJokSC1qBGFp83XeQ,"rheumatologists, doctors, health & medical",Phoenix,Arizona Arthritis & Rheumatology Associates,7,2.5,AZ,"['rheumatologists', ' doctors', ' health & medical']"
106,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",NxOVSWeyqpa129kTfFpGrg,"doctors, orthopedists, health & medical",Scottsdale,OrthoArizona Hand & Wrist Specialists,4,3.0,AZ,"['doctors', ' orthopedists', ' health & medical']"
107,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",SqzFjKz5PQCibg5OKk-jBQ,"urgent care, health & medical, physical therapy",Las Vegas,Concentra Urgent Care,39,2.0,NV,"['urgent care', ' health & medical', ' physical therapy']"
108,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",hOLMjpqD1VMFunIJoWPgSA,"health & medical, doctors",Las Vegas,"Sanford White, MD",4,1.0,NV,"['health & medical', ' doctors']"
109,{'ByAppointmentOnly': 'True'},3NWVrbVt24L6KQv9EonT7A,"family practice, doctors, health & medical",Mesa,Gilbert Primary Care,16,2.0,AZ,"['family practice', ' doctors', ' health & medical']"
110,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",RvFfaoYdBpXP-BciOYIFMQ,"urgent care, pediatricians, health & medical, family practice, doctors, internal medicine, medical centers",San Tan Valley,MY DR NOW,45,1.5,AZ,"['urgent care', ' pediatricians', ' health & medical', ' family practice', ' doctors', ' internal medicine', ' medical centers']"
111,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",wSOozlr7gvx7kaViUQE83g,"health & medical, chiropractors, nutritionists",Las Vegas,"James W Campbell, DC",18,3.5,NV,"['health & medical', ' chiropractors', ' nutritionists']"
112,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",JLGlwVdh0QZ6rSfA6n0iOw,"chiropractors, health & medical",Peoria,The Joint Chiropractic,4,4.0,AZ,"['chiropractors', ' health & medical']"
113,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",9Z5WzqK_Et8XdDTgBdPTZg,"health & medical, speech therapists",Las Vegas,Speech Therapy Center of Excellence,10,3.5,NV,"['health & medical', ' speech therapists']"
114,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",AiwkoTWc1egLYauiZ3SC2A,"family practice, doctors, health & medical, pediatricians",Las Vegas,"Dana Forte, DO - Forte Family Practice",145,2.0,NV,"['family practice', ' doctors', ' health & medical', ' pediatricians']"
115,,c_AbIsELA8QZe0jJ_dO19A,"health & medical, doctors",Scottsdale,East Scottsdale Medical Care,3,5.0,AZ,"['health & medical', ' doctors']"
116,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",w49q6IKXGGX5P4Z2Mbj7vw,"doctors, health & medical, family practice",Phoenix,Ahwatukee Primary Care,17,2.5,AZ,"['doctors', ' health & medical', ' family practice']"
117,{'ByAppointmentOnly': 'True'},AaRPvZhS0XBp5OIzLdUYBQ,"health & medical, doctors",Mesa,"Karen M Mogharbel, DO",3,2.5,AZ,"['health & medical', ' doctors']"
118,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",oBTHQVMoewCjWHbWmY86wQ,"diagnostic services, doctors, health & medical, urologists, diagnostic imaging",Henderson,Las Vegas Urology,3,2.5,NV,"['diagnostic services', ' doctors', ' health & medical', ' urologists', ' diagnostic imaging']"
119,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",yhAZTRvS6d78gPZHr-BXgA,"preventive medicine, health & medical, doctors, family practice, medical centers",Tempe,HonorHealth Medical Group - Marina Heights,6,3.5,AZ,"['preventive medicine', ' health & medical', ' doctors', ' family practice', ' medical centers']"
120,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",vTimy2w0-8IrSwVwtSW8Dw,"laboratory testing, diagnostic services, health & medical",Phoenix,Sonora Quest Laboratories,3,2.0,AZ,"['laboratory testing', ' diagnostic services', ' health & medical']"
121,{'ByAppointmentOnly': 'True'},rpck22B4eb5GyqSZfE1Ukg,"health & medical, doctors, obstetricians & gynecologists",Pittsburgh,Western PA Women's Healthcare Associates,5,3.0,PA,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
122,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",enbQZ1ASegk1A2a_RYt-YA,"health & medical, doctors, ear nose & throat, allergists, audiologist",Phoenix,Enticare ENT Deer Valley,8,4.5,AZ,"['health & medical', ' doctors', ' ear nose & throat', ' allergists', ' audiologist']"
123,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",sln1MNbYi6LLT5lIlM5prQ,"pediatricians, health & medical, doctors",Chandler,Agave Pediatrics Chandler,14,4.5,AZ,"['pediatricians', ' health & medical', ' doctors']"
124,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",mWzsBFCo-yzbKZ0tf-qLfA,"health & medical, optometrists, ophthalmologists, doctors",Peoria,"Parminderpal Singh, MD - Southwest Eye Surgeon",4,3.0,AZ,"['health & medical', ' optometrists', ' ophthalmologists', ' doctors']"
125,{'ByAppointmentOnly': 'True'},5MLYCpxg_9zc1_Zo4Qs1qA,"doctors, health & medical",Phoenix,Center For Spinal Disorders,3,3.5,AZ,"['doctors', ' health & medical']"
126,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",hfD6i7CDTa34f4nnRIyo9w,"optometrists, health & medical",Peoria,Nationwide Vision Centers,10,3.0,AZ,"['optometrists', ' health & medical']"
127,,EFipONqydZA3Svb3VKvxXw,"nutritionists, pediatricians, internal medicine, health & medical, doctors",Las Vegas,Good Choice Pediatrics,3,1.5,NV,"['nutritionists', ' pediatricians', ' internal medicine', ' health & medical', ' doctors']"
128,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",8DsnqEJoD_P2i9SwDjeu5g,"medical centers, health & medical, doctors, orthopedists",Las Vegas,Surgical Arts Center,13,3.0,NV,"['medical centers', ' health & medical', ' doctors', ' orthopedists']"
129,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",SzSKKzNUQ6WvhUToVxlXOQ,"laboratory testing, diagnostic services, health & medical",Las Vegas,Labcorp,19,3.0,NV,"['laboratory testing', ' diagnostic services', ' health & medical']"
130,{'ByAppointmentOnly': 'True'},Wxlhk0y6-7_aFK0aYe3T5w,"health & medical, doctors, ophthalmologists",Tempe,"Brian T Rose, MD",4,4.5,AZ,"['health & medical', ' doctors', ' ophthalmologists']"
131,{'AcceptsInsurance': 'True'},yJYThclSwCQArI0f9Slmww,"doctors, rheumatologists, health & medical, orthopedists",Mesa,Hedley Orthopaedic Institute,4,3.0,AZ,"['doctors', ' rheumatologists', ' health & medical', ' orthopedists']"
132,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",H5DYvbSYQYoQCEhMmIG3kA,"health & medical, family practice, doctors",Henderson,Complete Family Care Center,18,3.0,NV,"['health & medical', ' family practice', ' doctors']"
133,,OZYuPvfgGyI-jxHex_6IJA,"ophthalmologists, doctors, health & medical",Medina,Ohio Eye Care Consultants,5,1.5,OH,"['ophthalmologists', ' doctors', ' health & medical']"
134,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",yw9VKtA43DUROBa6FxLyjQ,"diagnostic imaging, health & medical, medical centers, doctors, diagnostic services, obstetricians & gynecologists",Las Vegas,A-Z Women's Center,18,3.5,NV,"['diagnostic imaging', ' health & medical', ' medical centers', ' doctors', ' diagnostic services', ' obstetricians & gynecologists']"
135,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",86fE2uz5CRpIB0Su8f3FYg,"health & medical, family practice, doctors",Mesa,Mesa Family Physicians,14,3.0,AZ,"['health & medical', ' family practice', ' doctors']"
136,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",VZB24W7tiWYYEDDtxkvlSw,"doctors, rheumatologists, osteopathic physicians, health & medical",Charlotte,Arthritis & Osteoporosis Consultants Of The Carolinas,6,2.5,NC,"['doctors', ' rheumatologists', ' osteopathic physicians', ' health & medical']"
137,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",x7yHLG5a38FGYnhcwylekw,"health & medical, doctors, internal medicine",Las Vegas,Roehl T Pena MD,9,1.5,NV,"['health & medical', ' doctors', ' internal medicine']"
138,,K7c5wAhxd6CqtmBmY47c7g,"health & medical, counseling & mental health",Phoenix,Maricopa Medical Center Behavioral Health Annex,3,3.5,AZ,"['health & medical', ' counseling & mental health']"
139,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",NhT6za-Rn75aa73p_Kj_0Q,"chiropractors, health & medical",Las Vegas,Advanced Occupational Health Centers,3,5.0,NV,"['chiropractors', ' health & medical']"
140,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",_e764NHx1rGdh85UKfBfZA,"medical centers, health & medical, rehabilitation center",Las Vegas,Premier Health & Rehabilitation Center,3,1.0,NV,"['medical centers', ' health & medical', ' rehabilitation center']"
141,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",2M07UFlPX-LAUrZNn_-Dag,"diagnostic services, doctors, radiologists, diagnostic imaging, health & medical",Las Vegas,Desert Radiology,13,4.5,NV,"['diagnostic services', ' doctors', ' radiologists', ' diagnostic imaging', ' health & medical']"
142,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Pj7itML6Wocbp4cLuUmBBg,"health & medical, counseling & mental health",Las Vegas,Kayenta Therapy,9,3.0,NV,"['health & medical', ' counseling & mental health']"
143,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",8-XYhih_12vBw4_IIvxiHQ,"pain management, health & medical, doctors",Las Vegas,Southern Nevada Pain Center,17,3.0,NV,"['pain management', ' health & medical', ' doctors']"
144,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",qCHkRDL5DDBOhQIDNuoQIg,"anesthesiologists, osteopathic physicians, urgent care, physical therapy, doctors, health & medical",Las Vegas,Lemper Pain Centers,3,3.5,NV,"['anesthesiologists', ' osteopathic physicians', ' urgent care', ' physical therapy', ' doctors', ' health & medical']"
145,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",rf6dGw5e0PtMBv-k0Tr00w,"health & medical, doctors, gastroenterologist",Las Vegas,Comprehensive Digestive Institute of Nevada,40,3.5,NV,"['health & medical', ' doctors', ' gastroenterologist']"
146,,zb_NGc44E6XjNxU4uOsPjA,"health & medical, rehabilitation center",Mesa,Springdale West Rehabilitation Center,3,2.5,AZ,"['health & medical', ' rehabilitation center']"
147,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",OcrwrRr5-9eTygT7jjEY8Q,"laboratory testing, health & medical, diagnostic services",Chandler,Sonora Quest Laboratories,27,3.0,AZ,"['laboratory testing', ' health & medical', ' diagnostic services']"
148,{'BusinessAcceptsCreditCards': 'True'},P9iwZxL2a7UhMHqsi_LKPg,"doctors, pediatricians, health & medical",Chandler,Crossroads Pediatrics,7,4.0,AZ,"['doctors', ' pediatricians', ' health & medical']"
149,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",nMOvcES2qSPPlpIBtYruwA,"surgeons, health & medical, doctors",Phoenix,"Richard J. Harding, MD FACS",6,3.5,AZ,"['surgeons', ' health & medical', ' doctors']"
150,{'ByAppointmentOnly': 'True'},zMYQErbY9aOUBFZt8NJtlg,"health & medical, optometrists",Glendale,Vision Care,9,4.5,AZ,"['health & medical', ' optometrists']"
151,{'ByAppointmentOnly': 'True'},xakXdxsdou9baauu8k_lRA,"optometrists, health & medical",Cleveland,"Zanoudakis Emmanuel, OD - Doctors of Optometry",3,5.0,OH,"['optometrists', ' health & medical']"
152,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",suk4zn3PrFYVohTtNpGKRA,"doctors, health & medical",Phoenix,Arcadia Family Clinic,12,2.5,AZ,"['doctors', ' health & medical']"
153,{'ByAppointmentOnly': 'True'},l0ojGUQ4IEENt85fS_Ykig,"health & medical, doctors",Las Vegas,Colletti Michael P MD,4,1.0,NV,"['health & medical', ' doctors']"
154,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",orUZFDOvE1_WwWmkdzPvnQ,"health & medical, doctors, obstetricians & gynecologists",Scottsdale,"Tara Brodkin, MD",57,3.5,AZ,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
155,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",610ioNIyxpPiZuxRwH3Ofw,"chiropractors, health & medical",Las Vegas,"Matt Anderson, DC",5,5.0,NV,"['chiropractors', ' health & medical']"
156,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",_wSdy7_5u8mBGrgbFo_c_Q,"health & medical, doctors",Henderson,"Iqbal Farrukh, MD",13,2.0,NV,"['health & medical', ' doctors']"
157,{'ByAppointmentOnly': 'True'},T5qYC35C9WMzyKVxLLi-xg,"health & medical, doctors, cosmetic surgeons",Peoria,Peoria Cosmetic Surgery,5,4.5,AZ,"['health & medical', ' doctors', ' cosmetic surgeons']"
158,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",txayhdMphipwmHdelcbUPA,"doctors, internal medicine, health & medical",Henderson,"William R Shoemaker, MD",4,4.0,NV,"['doctors', ' internal medicine', ' health & medical']"
159,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",64cGFueuUk36Moltic5g7g,"optometrists, health & medical",Las Vegas,"David S Davis , OD",9,5.0,NV,"['optometrists', ' health & medical']"
160,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",yeDzI5j_tOtWM4ZEF4MX7g,"orthopedists, health & medical, doctors",Chandler,"Fox R Jonathan, MD - Desert Orthopedic Specialist",5,2.5,AZ,"['orthopedists', ' health & medical', ' doctors']"
161,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",fXA6mID7ivrsmafturfkcw,"health & medical, pain management, doctors",Gilbert,East Valley Pain Center,3,3.5,AZ,"['health & medical', ' pain management', ' doctors']"
162,,SaT7Fl1QLFmnzCW6b5ySUg,"medical centers, health & medical",Las Vegas,Healthcare Partners Nevada,7,2.0,NV,"['medical centers', ' health & medical']"
163,{'ByAppointmentOnly': 'True'},t17CgEhFp5V6Q1Wm3veWNQ,"obstetricians & gynecologists, doctors, health & medical",Gilbert,Oasis OBGYN,9,3.0,AZ,"['obstetricians & gynecologists', ' doctors', ' health & medical']"
164,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",P46N93Hy83eyDoXfxy_qTg,"doctors, family practice, health & medical",Tempe,Page Family Practice,13,2.5,AZ,"['doctors', ' family practice', ' health & medical']"
165,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",U8dZPSBpwn8QeB3iXdi1UA,"health & medical, doctors, internal medicine",Las Vegas,Barton Matthew S MD,3,4.0,NV,"['health & medical', ' doctors', ' internal medicine']"
166,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Xdt5yx5kkjgHstFuey6uuA,"diagnostic services, health & medical, laboratory testing",Phoenix,Sonora Quest Laboratories,11,3.0,AZ,"['diagnostic services', ' health & medical', ' laboratory testing']"
167,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",72aa1LewrlDnx6g0OxUnnA,"laboratory testing, health & medical, diagnostic services",Glendale,LabCorp,38,1.5,AZ,"['laboratory testing', ' health & medical', ' diagnostic services']"
168,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Al35Zw6AH7iVm73OacwF4A,"chiropractors, health & medical",Charlotte,HealthMax Center,3,5.0,NC,"['chiropractors', ' health & medical']"
169,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",0D5_Th9OJGWwfdUqkU-1WA,"chiropractors, health & medical",Charlotte,The Joint Chiropractic - Mallard Creek,11,4.5,NC,"['chiropractors', ' health & medical']"
170,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Cxl-RHvml4E50BUgza_kpA,"health & medical, family practice, doctors",Henderson,"Terry J McAnallen, DO - Diagnostic Center of Medicine",7,3.0,NV,"['health & medical', ' family practice', ' doctors']"
171,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",peIjOFX_Dw99RPWcsqJC-Q,"health & medical, gastroenterologist, doctors",Las Vegas,"Kwok Gregory, MD - Gastroenterology Associates",7,3.5,NV,"['health & medical', ' gastroenterologist', ' doctors']"
172,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",J5TicWG_e7X-3CfEaZsRIw,"doctors, health & medical, chiropractors",Pittsburgh,Pittsburgh Upper Cervical Chiropractic,3,4.5,PA,"['doctors', ' health & medical', ' chiropractors']"
173,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",eBA96iy-lgUGpnQhQyC_dQ,"health & medical, internal medicine, doctors",Las Vegas,Daulat Medical Center,7,4.0,NV,"['health & medical', ' internal medicine', ' doctors']"
174,{'ByAppointmentOnly': 'True'},JOnYs-_gky8oei5AzgSXGA,"medical centers, doctors, health & medical, radiologists",Tempe,Az Tech Radiology,9,2.0,AZ,"['medical centers', ' doctors', ' health & medical', ' radiologists']"
175,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",V03KV9yj0INu4-7wkvqC2A,"oncologist, doctors, medical centers, health & medical",Las Vegas,Comprehensive Cancer Centers of Nevada,19,3.5,NV,"['oncologist', ' doctors', ' medical centers', ' health & medical']"
